3380106.00700000	533866.095000000	10.1280000000000	3.70278745806489	3.59118531667340
3380104.65300000	533858.613000000	9.90700000000000	3.72643183409459	3.56260511527026
3380104.33100000	533856.628000000	9.84500000000000	3.69609383551292	3.59170198433521
3380103.95700000	533854.601000000	9.70000000000000	3.70957888343250	3.57692404032611
3380103.60200000	533852.633000000	9.66200000000000	3.71465977591420	3.57052192562312
3380103.23100000	533850.598000000	9.58100000000000	3.72376667177820	3.56003779230878
3380102.90800000	533848.690000000	9.53500000000000	3.70785835935360	3.57470871869183
3380102.52800000	533846.682000000	9.51600000000000	3.73056825351842	3.55068173912156
3380102.19800000	533844.732000000	9.48200000000000	3.71420531357509	3.56577120077568
3380101.83500000	533842.734000000	9.47700000000000	3.72192253631225	3.55673758881822
3380101.49900000	533840.772000000	9.44300000000000	3.70936016286798	3.56801630854010
3380101.13300000	533838.784000000	9.45700000000000	3.72180206246955	3.55430918994640
3380100.77900000	533836.787000000	9.47000000000000	3.72082423515578	3.55394622826861
3380100.42000000	533834.774000000	9.41100000000000	3.72199876766277	3.55149100627067
3380100.06500000	533832.835000000	9.52100000000000	3.73231578384196	3.54020175716454
3380099.68800000	533830.866000000	9.54400000000000	3.75873946825399	3.51215612737307
3380099.35900000	533828.849000000	9.54600000000000	3.72966189909726	3.53992061259000
3380098.97100000	533826.844000000	9.50700000000000	3.76077676264231	3.50749840069401
3380098.65200000	533824.901000000	9.49600000000000	3.73487264260506	3.53225075823172
3380098.29500000	533822.900000000	9.45600000000000	3.73609397997026	3.52960240340605
3380097.94800000	533820.962000000	9.43700000000000	3.73868975181226	3.52599882327898
3380097.55500000	533818.927000000	9.54400000000000	3.76949055309359	3.49389413341557
3380097.19000000	533816.903000000	9.60200000000000	3.77449730354047	3.48727913782334
3380096.86500000	533815	9.53400000000000	3.76146499238120	3.49912474965775
3380096.52500000	533813.060000000	9.51900000000000	3.75665910136852	3.50260278342519
3380096.16800000	533811.043000000	9.52000000000000	3.75515190346390	3.50279529230496
3380095.83100000	533809.112000000	9.50300000000000	3.74900888455731	3.50768802834461
3380095.47700000	533807.094000000	9.51400000000000	3.74436316700525	3.51100259518333
3380095.13600000	533805.161000000	9.50800000000000	3.74195587376408	3.51242872284320
3380094.81100000	533803.135000000	9.36700000000000	3.70722488097485	3.54558112764490
3380094.44600000	533801.204000000	9.43500000000000	3.72868204213736	3.52295521140531
3380094.09400000	533799.229000000	9.38800000000000	3.72954135290072	3.52067791705239
3380093.74200000	533797.248000000	9.38600000000000	3.72940944664738	3.51951460056101
3380093.38700000	533795.254000000	9.39300000000000	3.72996343941737	3.51767557420032
3380093.03700000	533793.327000000	9.42000000000000	3.73731960629622	3.50907315590601
3380092.68100000	533791.344000000	9.39800000000000	3.74082962617619	3.50437775665804
3380092.31000000	533789.375000000	9.51900000000000	3.76144130100444	3.48233699776351
3380091.97200000	533787.321000000	9.43100000000000	3.73489388738022	3.50780780344856
3380091.63300000	533785.359000000	9.41800000000000	3.72514893134295	3.51601694697551
3380091.27900000	533783.371000000	9.41400000000000	3.72575204558434	3.51410257984268
3380090.93300000	533781.430000000	9.45200000000000	3.72671528006153	3.51187595093199
3380090.57700000	533779.447000000	9.46100000000000	3.73016949242813	3.50711782270582
3380090.22300000	533777.430000000	9.46800000000000	3.72570713517718	3.51026276680132
3380089.87100000	533775.459000000	9.47300000000000	3.72732622968713	3.50735610320296
3380089.53400000	533773.532000000	9.46300000000000	3.72187862301227	3.51154769989144
3380089.17700000	533771.522000000	9.46200000000000	3.72159042334194	3.51051772826689
3380088.82500000	533769.542000000	9.50200000000000	3.72165293400281	3.50919139048519
